"sigmaBW","cdf_EU","cdf_DK","cdf_DK_food","cdf_DK_cpg"
4.09655172413793,0.764944128942694,0.772394602316694,0.214129581238517,0.376675447923552
4.1,0.771007729391554,0.780317682927811,0.262350256486915,0.412114386045638
4.13333333333333,0.771226305428039,0.781581638643724,0.262350256486915,0.412114386045638
4.15,0.771355304905601,0.781583065744371,0.262350256486915,0.412114386045638
4.15,0.77158714399196,0.781972330218823,0.26477604936356,0.413855516838107
4.2,0.77178617334742,0.782045962539458,0.26477604936356,0.414184864901424
4.25,0.771907779729387,0.784614136427846,0.26477604936356,0.414184864901424
4.3,0.784723533342387,0.795461649903851,0.26477604936356,0.437471199021164
4.4,0.787174821427556,0.804128583954524,0.317162957650803,0.47623729955775
4.45333333333333,0.787215855711222,0.804128583954524,0.317162957650803,0.47623729955775
4.5,0.788205895002528,0.804128614318368,0.317162957650803,0.47623729955775
4.6,0.792790613199978,0.805685338213896,0.317584727722725,0.477735052317449
4.7,0.795670697752104,0.808600206468063,0.317584727722725,0.479035875307329
4.8,0.805835819242813,0.815788421337317,0.327033399118616,0.485817729138992
4.9,0.806158616974061,0.815902893027541,0.327033399118616,0.485817729138992
5,0.812564424370343,0.825305543007697,0.327033399118616,0.490428873652712
5.075,0.812637076851896,0.825305543007697,0.327033399118616,0.490428873652712
5.1,0.814245530752661,0.825397302542939,0.327033399118616,0.490651879640327
5.2,0.833085179785182,0.82740392750851,0.327033399118616,0.499622777630571
5.3,0.836061159150058,0.8274386333817,0.327033399118616,0.499622777630571
5.4,0.844614344981032,0.827457884058518,0.327033399118616,0.499708883474754
5.5,0.84479925905584,0.827457884058518,0.327033399118616,0.499708883474754
5.6,0.867356605468757,0.855545866453075,0.327162825197214,0.499801780000655
5.7,0.867761495618515,0.855546321910729,0.327162825197214,0.499801780000655
5.75,0.867951959836653,0.85580171219892,0.327162825197214,0.499801780000655
5.8,0.86830375906081,0.856939931238647,0.334255904118739,0.504892889898195
5.9,0.869145989528314,0.856939931238647,0.334255904118739,0.504892889898195
6,0.875087095972359,0.864538543817471,0.357541623540409,0.521621598496597
6.02222222222222,0.875321444048699,0.864563108166911,0.357541623540409,0.521731471726793
6.1,0.880739873739899,0.872859542598453,0.408244479050573,0.558123821562071
6.3,0.881658007373616,0.872872204321218,0.408244479050573,0.558123821562071
6.33333333333333,0.881826332569858,0.8731130199645,0.409745178216304,0.559200959496164
6.4,0.881869417285387,0.8731130199645,0.409745178216304,0.559200959496164
6.5,0.889199346243229,0.876085943887556,0.409745178216304,0.559200959496164
6.6,0.89050772591672,0.877150834245084,0.4163387178871,0.563933521399
6.7,0.897165809267876,0.877150834245084,0.4163387178871,0.563933521399
6.8,0.897273326015618,0.877150834245084,0.4163387178871,0.563933521399
6.9,0.89842185330305,0.87715259534801,0.4163387178871,0.563933521399
7.1,0.899513447830074,0.879572745499038,0.43061059212431,0.574177264770446
7.2,0.902769611335539,0.886844126935805,0.461159687939344,0.606701234858308
7.3,0.904556478454723,0.887865566633197,0.466128778948205,0.610267836710181
7.48571428571428,0.905587281972816,0.889863234264917,0.466128778948205,0.610267836710181
7.5,0.906016850397236,0.889863234264917,0.466128778948205,0.610267836710181
7.7,0.906606229916966,0.894932751222016,0.497720662949136,0.632943145288944
7.8,0.906607768702603,0.894932751222016,0.497720662949136,0.632943145288944
8.2,0.906954107289462,0.894932842313546,0.497721230607375,0.632943552729847
8.3,0.910548037832857,0.895309293246015,0.497721230607375,0.632943552729847
8.36,0.913096092709303,0.895309293246015,0.497721230607375,0.632943552729847
8.4,0.913170999511815,0.895309293246015,0.497721230607375,0.632943552729847
8.4,0.913947613595093,0.896031223990521,0.497721230607375,0.636163150745936
8.6,0.917164660400261,0.89730614105396,0.497721230607375,0.636163150745936
8.8,0.917448571736128,0.900637874516376,0.497721230607375,0.636163150745936
9,0.925968517232689,0.92400333795805,0.643328596540691,0.740673915402502
9.1,0.926380809454292,0.924033428527019,0.643328596540691,0.740673915402502
9.13333333333333,0.926467633382174,0.924033428527019,0.643328596540691,0.740673915402502
9.15,0.926828728410368,0.924033428527019,0.643328596540691,0.740673915402502
9.16666666666667,0.926848732623655,0.924033428527019,0.643328596540691,0.740673915402502
9.6,0.932629200105716,0.93946636820223,0.739502580006698,0.809703503896697
10.2,0.935009877421408,0.939597297095665,0.739502580006698,0.809703503896697
10.7,0.93504384098507,0.939597297095665,0.739502580006698,0.809703503896697
11.3,0.935508138006078,0.939597297095665,0.739502580006698,0.809703503896697
11.6666666666667,0.935543382608784,0.939609138994654,0.739502580006698,0.809703503896697
11.75,0.936560301151141,0.939609138994654,0.739502580006698,0.809703503896697
11.9,0.937356092350427,0.939609138994654,0.739502580006698,0.809703503896697
12.175,0.939177977101435,0.939641962309543,0.739502580006698,0.809703503896697
12.6,0.945095567310438,0.943803843254917,0.752041204419409,0.818708762736433
12.66,0.945098161703023,0.94393638143206,0.752041204419409,0.818708762736433
12.9,0.945827707924151,0.944596703937981,0.756156158997288,0.821662301842814
13.2,0.945899441494214,0.944596703937981,0.756156158997288,0.821662301842814
13.4,0.954454838816613,0.961487411742555,0.861414566488863,0.897212302922533
13.5,0.95446222421828,0.961487411742555,0.861414566488863,0.897212302922533
13.9,0.955078306285177,0.965384914702042,0.861414566488863,0.897212302922533
14.1,0.956495527857308,0.965384914702042,0.861414566488863,0.897212302922533
14.62,0.956546820711891,0.96683624569657,0.861414566488863,0.897212302922533
15,0.957456194038973,0.96683624569657,0.861414566488863,0.897212302922533
15.26,0.95751075168375,0.96683624569657,0.861414566488863,0.897212302922533
15.5,0.975129198378429,0.98018215694846,0.944582742811081,0.956906877072771
16.6,0.975150065081066,0.98018215694846,0.944582742811081,0.956906877072771
17.4,0.975662993626897,0.980190021183943,0.944582742811081,0.956906877072771
18.4,0.97570197619638,0.980190021183943,0.944582742811081,0.956906877072771
21.5,0.975926517078925,0.980190051547786,0.944582742811081,0.956906877072771
23,0.976162368035904,0.980337893102085,0.945504052133733,0.957568153658459
23.2857142857143,0.976485536358027,0.981051079059645,0.945504052133733,0.960758144302258
25,0.985523531479021,0.987798836014203,0.945504052133733,0.960885130050383
26.2,0.991224663533505,0.995542284126812,0.993759165315325,0.995520594711607
33.5,0.994155395932568,0.995848655308342,0.99464414451065,0.996155795079499
35.7,0.994265703268063,0.995848655308342,0.99464414451065,0.996155795079499
92.3,0.997719649712623,0.998104628157236,0.99464414451065,0.996155795079499
93.5,0.997798570950398,0.998104628157236,0.99464414451065,0.996155795079499
103,0.998361374359847,0.999089631242355,0.99464414451065,0.996155795079499
108.2,0.998702870901233,0.999495079645424,0.996853470378647,0.997741555074262
125.2,0.999972914808137,1,1,1
131.5,1,1,1,1
