kurstype	valuta	tid	Månedsgennemsnit	
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	1999M09	974.0823
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	1999M10	964.1967
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	1999M11	989.1877
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	1999M12	1009.7070
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2000M01	1005.3200
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2000M02	1017.3770
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2000M03	1036.2460
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2000M04	1052.9290
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2000M05	1076.8580
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2000M06	1045.5250
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2000M07	1049.8850
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2000M08	1078.3670
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2000M09	1108.3610
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2000M10	1120.0610
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2000M11	1116.9970
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2000M12	1075.4670
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2001M01	1035.3760
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2001M02	1047.1450
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2001M03	1050.2560
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2001M04	1060.2640
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2001M05	1076.3400
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2001M06	1090.5550
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2001M07	1082.9460
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2001M08	1054.0130
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2001M09	1050.3960
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2001M10	1049.7380
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2001M11	1062.9970
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2001M12	1053.4370
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2002M01	1054.2100
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2002M02	1063.0520
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2002M03	1061.0370
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2002M04	1055.1980
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2002M05	1036.2150
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2002M06	1011.2430
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2002M07	996.4013
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2002M08	1003.6480
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2002M09	1001.0320
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2002M10	997.8635
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2002M11	987.4200
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2002M12	976.9073
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2003M01	955.5282
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2003M02	945.2120
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2003M03	941.8748
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2003M04	937.4558
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2003M05	904.6645
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2003M06	901.2063
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2003M07	913.9322
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2003M08	924.3047
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2003M09	924.3264
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2003M10	909.8192
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2003M11	911.4455
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2003M12	889.7795
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2004M01	880.5566
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2004M02	881.8500
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2004M03	894.6961
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2004M04	906.7811
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2004M05	899.9406
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2004M06	897.7582
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2004M07	892.9200
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2004M08	894.6378
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2004M09	891.7264
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2004M10	881.2700
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2004M11	866.0314
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2004M12	854.6067
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2005M01	864.2529
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2005M02	867.7445
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2005M03	860.9400
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2005M04	869.8455
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2005M05	878.3985
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2005M06	898.0550
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2005M07	898.2562
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2005M08	890.2756
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2005M09	892.3486
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2005M10	897.5362
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2005M11	903.2950
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2005M12	899.7024
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2006M01	891.9727
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2006M02	897.4435
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2006M03	893.3643
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2006M04	882.5347
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2006M05	869.7305
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2006M06	871.3081
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2006M07	869.1262
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2006M08	865.9521
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2006M09	868.2333
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2006M10	871.0945
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2006M11	862.3046
Valutakurser (DKK pr. 100 enheder valuta)	SDR (Special Drawing Rights) - (Jan. 1981-)	2006M12	850.9005
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	1995M01	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	1995M02	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	1995M03	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	1995M04	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	1995M05	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	1995M06	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	1995M07	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	1995M08	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	1995M09	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	1995M10	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	1995M11	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	1995M12	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	1996M01	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	1996M02	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	1996M03	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	1996M04	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	1996M05	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	1996M06	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	1996M07	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	1996M08	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	1996M09	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	1996M10	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	1996M11	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	1996M12	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	1997M01	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	1997M02	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	1997M03	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	1997M04	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	1997M05	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	1997M06	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	1997M07	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	1997M08	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	1997M09	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	1997M10	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	1997M11	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	1997M12	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	1998M01	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	1998M02	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	1998M03	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	1998M04	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	1998M05	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	1998M06	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	1998M07	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	1998M08	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	1998M09	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	1998M10	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	1998M11	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	1998M12	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	1999M01	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	1999M02	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	1999M03	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	1999M04	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	1999M05	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	1999M06	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	1999M07	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	1999M08	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	1999M09	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	1999M10	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	1999M11	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	1999M12	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2000M01	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2000M02	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2000M03	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2000M04	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2000M05	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2000M06	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2000M07	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2000M08	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2000M09	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2000M10	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2000M11	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2000M12	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2001M01	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2001M02	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2001M03	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2001M04	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2001M05	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2001M06	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2001M07	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2001M08	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2001M09	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2001M10	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2001M11	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2001M12	..
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2002M01	1322.9510
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2002M02	1331.4910
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2002M03	1335.1950
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2002M04	1328.0810
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2002M05	1301.1820
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2002M06	1271.8150
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2002M07	1248.3640
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2002M08	1259.3530
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2002M09	1256.2410
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2002M10	1248.1030
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2002M11	1235.4480
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2002M12	1227.9880
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2003M01	1199.7550
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2003M02	1192.6890
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2003M03	1187.8520
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2003M04	1181.6810
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2003M05	1141.5940
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2003M06	1134.4320
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2003M07	1148.4020
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2003M08	1161.9680
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2003M09	1163.6800
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2003M10	1146.1240
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2003M11	1149.3480
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2003M12	1123.4740
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2004M01	1110.4750
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2004M02	1112.4110
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2004M03	1129.4720
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2004M04	1144.8680
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2004M05	1134.8180
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2004M06	1132.4340
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2004M07	1127.3500
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2004M08	1129.2140
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2004M09	1125.3470
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2004M10	1111.8430
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2004M11	1092.4230
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2004M12	1078.1990
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2005M01	1068.5230
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2005M02	1069.2740
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2005M03	1069.7210
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2005M04	1070.2910
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2005M05	1069.5080
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2005M06	1069.6340
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2005M07	1071.5310
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2005M08	1071.7390
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2005M09	1071.5300
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2005M10	1071.3230
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2005M11	1071.3260
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2005M12	1069.8770
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2006M01	1071.9480
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2006M02	1072.3030
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2006M03	1071.9260
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2006M04	1072.0240
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2006M05	1071.2790
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2006M06	1071.2810
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2006M07	1071.8410
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2006M08	1072.0060
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2006M09	1071.7740
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2006M10	1071.0920
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2006M11	1069.8320
Valutakurser (DKK pr. 100 enheder valuta)	Lettiske lats  (Jan. 2002-2013)	2006M12	1068.6150
Valutakurser (DKK pr. 100 enheder valuta)	Islandske kroner  (Jan. 1981-nov. 2008)	1995M01	8.8990
Valutakurser (DKK pr. 100 enheder valuta)	Islandske kroner  (Jan. 1981-nov. 2008)	1995M02	8.9090
Valutakurser (DKK pr. 100 enheder valuta)	Islandske kroner  (Jan. 1981-nov. 2008)	1995M03	8.7740
Valutakurser (DKK pr. 100 enheder valuta)	Islandske kroner  (Jan. 1981-nov. 2008)	1995M04	8.6240
Valutakurser (DKK pr. 100 enheder valuta)	Islandske kroner  (Jan. 1981-nov. 2008)	1995M05	8.6310
Valutakurser (DKK pr. 100 enheder valuta)	Islandske kroner  (Jan. 1981-nov. 2008)	1995M06	8.6330
Valutakurser (DKK pr. 100 enheder valuta)	Islandske kroner  (Jan. 1981-nov. 2008)	1995M07	8.5900
Valutakurser (DKK pr. 100 enheder valuta)	Islandske kroner  (Jan. 1981-nov. 2008)	1995M08	8.6200
Valutakurser (DKK pr. 100 enheder valuta)	Islandske kroner  (Jan. 1981-nov. 2008)	1995M09	8.6270
Valutakurser (DKK pr. 100 enheder valuta)	Islandske kroner  (Jan. 1981-nov. 2008)	1995M10	8.4950
Valutakurser (DKK pr. 100 enheder valuta)	Islandske kroner  (Jan. 1981-nov. 2008)	1995M11	8.4880
Valutakurser (DKK pr. 100 enheder valuta)	Islandske kroner  (Jan. 1981-nov. 2008)	1995M12	8.5300
Valutakurser (DKK pr. 100 enheder valuta)	Islandske kroner  (Jan. 1981-nov. 2008)	1996M01	8.5490
Valutakurser (DKK pr. 100 enheder valuta)	Islandske kroner  (Jan. 1981-nov. 2008)	1996M02	8.5600
Valutakurser (DKK pr. 100 enheder valuta)	Islandske kroner  (Jan. 1981-nov. 2008)	1996M03	8.6040
