kurstype	valuta	tid	Månedsgennemsnit	
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2008M08	0.0545
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2008M09	0.0556
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2008M10	0.0561
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2008M11	0.0498
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2008M12	0.0489
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2009M01	0.0504
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2009M02	0.0489
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2009M03	0.0482
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2009M04	0.0514
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2009M05	0.0527
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2009M06	0.0520
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2009M07	0.0523
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2009M08	0.0522
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2009M09	0.0519
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2009M10	0.0530
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2009M11	0.0527
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2009M12	0.0538
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2010M01	0.0561
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2010M02	0.0582
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2010M03	0.0599
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2010M04	0.0615
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2010M05	0.0646
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2010M06	0.0666
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2010M07	0.0646
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2010M08	0.0644
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2010M09	0.0636
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2010M10	0.0601
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2010M11	0.0610
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2010M12	0.0625
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2011M01	0.0617
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2011M02	0.0613
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2011M03	0.0608
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2011M04	0.0597
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2011M05	0.0607
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2011M06	0.0605
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2011M07	0.0613
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2011M08	0.0608
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2011M09	0.0615
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2011M10	0.0613
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2011M11	0.0609
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2011M12	0.0621
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2012M01	0.0635
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2012M02	0.0624
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2012M03	0.0616
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2012M04	0.0616
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2012M05	0.0623
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2012M06	0.0628
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2012M07	0.0641
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2012M08	0.0632
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2012M09	0.0607
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2012M10	0.0599
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2012M11	0.0604
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2012M12	0.0591
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2013M01	0.0581
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2013M02	0.0577
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2013M03	0.0592
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2013M04	0.0589
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2013M05	0.0588
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2013M06	0.0572
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2013M07	0.0566
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2013M08	0.0527
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2013M09	0.0495
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2013M10	0.0494
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2013M11	0.0479
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2013M12	0.0454
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2014M01	0.0453
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2014M02	0.0459
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2014M03	0.0473
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2014M04	0.0473
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2014M05	0.0471
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2014M06	0.0461
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2014M07	0.0472
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2014M08	0.0478
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2014M09	0.0484
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2014M10	0.0484
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2014M11	0.0490
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2014M12	0.0484
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2015M01	0.0509
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2015M02	0.0514
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2015M03	0.0527
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2015M04	0.0536
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2015M05	0.0510
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2015M06	0.0500
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2015M07	0.0507
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2015M08	0.0486
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2015M09	0.0461
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2015M10	0.0482
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2015M11	0.0508
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2015M12	0.0494
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2016M01	0.0495
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2016M02	0.0498
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2016M03	0.0510
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2016M04	0.0498
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2016M05	0.0490
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2016M06	0.0497
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2016M07	0.0512
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2016M08	0.0504
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2016M09	0.0507
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2016M10	0.0518
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2016M11	0.0517
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2016M12	0.0526
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2017M01	0.0524
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2017M02	0.0524
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2017M03	0.0522
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2017M04	0.0521
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2017M05	0.0505
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2017M06	0.0498
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2017M07	0.0484
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2017M08	0.0472
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2017M09	0.0469
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2017M10	0.0468
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2017M11	0.0469
Valutakurser (DKK pr. 100 enheder valuta)	Indonesiske rupiah (Apr. 2005-)	2017M12	0.0464
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2007M01	73.6332
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2007M02	73.5685
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2007M03	72.7032
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2007M04	71.3494
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2007M05	71.8160
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2007M06	72.7310
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2007M07	71.6186
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2007M08	72.1513
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2007M09	71.2850
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2007M10	69.8296
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2007M11	68.4177
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2007M12	69.4077
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2008M01	69.9164
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2008M02	70.5376
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2008M03	67.8545
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2008M04	67.6829
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2008M05	68.7710
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2008M06	69.5140
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2008M07	69.1974
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2008M08	72.7305
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2008M09	75.9259
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2008M10	81.9587
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2008M11	85.6720
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2008M12	81.2642
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2009M01	82.3829
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2009M02	85.2560
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2009M03	83.5896
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2009M04	82.7063
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2009M05	80.1533
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2009M06	77.8330
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2009M07	77.3670
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2009M08	76.3633
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2009M09	74.8632
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2009M10	73.5973
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2009M11	73.0833
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2009M12	74.5040
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2010M01	76.3955
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2010M02	79.6545
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2010M03	80.3496
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2010M04	81.3344
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2010M05	86.6889
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2010M06	89.3927
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2010M07	86.1364
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2010M08	85.1364
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2010M09	84.5577
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2010M10	80.4729
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2010M11	82.0609
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2010M12	84.7843
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2011M01	84.5576
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2011M02	82.9890
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2011M03	81.1504
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2011M04	79.1350
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2011M05	80.0019
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2011M06	80.1195
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2011M07	80.9462
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2011M08	81.1057
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2011M09	84.6468
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2011M10	85.2933
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2011M11	86.3809
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2011M12	88.9857
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2012M01	91.2823
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2012M02	89.2381
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2012M03	89.2364
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2012M04	89.6850
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2012M05	91.8532
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2012M06	93.2585
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2012M07	95.0214
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2012M08	94.4152
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2012M09	91.7255
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2012M10	91.6391
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2012M11	93.2405
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2012M12	91.2629
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2013M01	90.2373
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2013M02	89.5845
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2013M03	92.4421
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2013M04	92.5180
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2013M05	93.4120
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2013M06	92.1368
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2013M07	92.9635
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2013M08	91.5368
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2013M09	91.3048
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2013M10	89.6278
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2013M11	90.7167
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2013M12	89.6228
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2014M01	90.5868
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2014M02	89.8490
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2014M03	87.4729
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2014M04	86.8368
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2014M05	86.9911
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2014M06	88.0811
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2014M07	88.8365
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2014M08	90.9586
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2014M09	94.0032
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2014M10	95.8983
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2014M11	97.3900
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2014M12	97.3874
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2015M01	102.9933
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2015M02	104.9920
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2015M03	110.3500
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2015M04	111.6953
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2015M05	108.0465
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2015M06	107.2181
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2015M07	109.3039
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2015M08	105.7462
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2015M09	104.4082
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2015M10	104.5800
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2015M11	109.0786
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2015M12	106.3985
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2016M01	104.5225
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2016M02	102.7281
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2016M03	103.3010
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2016M04	101.2970
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2016M05	100.7821
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2016M06	100.4732
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2016M07	100.6510
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2016M08	99.8300
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2016M09	99.5423
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2016M10	100.2762
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2016M11	100.7177
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2016M12	101.8962
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2017M01	101.5973
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2017M02	101.6525
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2017M03	100.9104
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2017M04	100.6124
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2017M05	97.7668
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2017M06	97.2824
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2017M07	95.3924
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2017M08	94.4409
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2017M09	95.0757
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2017M10	95.5577
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2017M11	95.7559
Valutakurser (DKK pr. 100 enheder valuta)	Kinesiske yuan renminbi (Apr. 2005-)	2017M12	95.3384
Valutakurser (DKK pr. 100 enheder valuta)	Brasilianske real (Jan. 2008-)	2007M01	..
Valutakurser (DKK pr. 100 enheder valuta)	Brasilianske real (Jan. 2008-)	2007M02	..
