kurstype	valuta	tid	Månedsgennemsnit	
Valutakurser (DKK pr. 100 enheder valuta)	Tjekkiske koruna  (Apr. 1998-)	2016M05	27.5232
Valutakurser (DKK pr. 100 enheder valuta)	Tjekkiske koruna  (Apr. 1998-)	2016M06	27.4814
Valutakurser (DKK pr. 100 enheder valuta)	Tjekkiske koruna  (Apr. 1998-)	2016M07	27.5100
Valutakurser (DKK pr. 100 enheder valuta)	Tjekkiske koruna  (Apr. 1998-)	2016M08	27.5330
Valutakurser (DKK pr. 100 enheder valuta)	Tjekkiske koruna  (Apr. 1998-)	2016M09	27.5614
Valutakurser (DKK pr. 100 enheder valuta)	Tjekkiske koruna  (Apr. 1998-)	2016M10	27.5348
Valutakurser (DKK pr. 100 enheder valuta)	Tjekkiske koruna  (Apr. 1998-)	2016M11	27.5250
Valutakurser (DKK pr. 100 enheder valuta)	Tjekkiske koruna  (Apr. 1998-)	2016M12	27.5095
Valutakurser (DKK pr. 100 enheder valuta)	Tjekkiske koruna  (Apr. 1998-)	2017M01	27.5159
Valutakurser (DKK pr. 100 enheder valuta)	Tjekkiske koruna  (Apr. 1998-)	2017M02	27.5140
Valutakurser (DKK pr. 100 enheder valuta)	Tjekkiske koruna  (Apr. 1998-)	2017M03	27.5174
Valutakurser (DKK pr. 100 enheder valuta)	Tjekkiske koruna  (Apr. 1998-)	2017M04	27.7224
Valutakurser (DKK pr. 100 enheder valuta)	Tjekkiske koruna  (Apr. 1998-)	2017M05	27.9842
Valutakurser (DKK pr. 100 enheder valuta)	Tjekkiske koruna  (Apr. 1998-)	2017M06	28.3219
Valutakurser (DKK pr. 100 enheder valuta)	Tjekkiske koruna  (Apr. 1998-)	2017M07	28.5162
Valutakurser (DKK pr. 100 enheder valuta)	Tjekkiske koruna  (Apr. 1998-)	2017M08	28.4970
Valutakurser (DKK pr. 100 enheder valuta)	Tjekkiske koruna  (Apr. 1998-)	2017M09	28.5343
Valutakurser (DKK pr. 100 enheder valuta)	Tjekkiske koruna  (Apr. 1998-)	2017M10	28.8886
Valutakurser (DKK pr. 100 enheder valuta)	Tjekkiske koruna  (Apr. 1998-)	2017M11	29.1414
Valutakurser (DKK pr. 100 enheder valuta)	Tjekkiske koruna  (Apr. 1998-)	2017M12	29.0253
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2007M01	2.9360
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2007M02	2.9430
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2007M03	2.9820
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2007M04	3.0290
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2007M05	3.0000
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2007M06	2.9750
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2007M07	3.0140
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2007M08	2.9170
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2007M09	2.9410
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2007M10	2.9690
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2007M11	2.9290
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2007M12	2.9470
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2008M01	2.9100
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2008M02	2.8440
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2008M03	2.8680
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2008M04	2.9400
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2008M05	3.0150
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2008M06	3.0770
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2008M07	3.2180
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2008M08	3.1630
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2008M09	3.0990
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2008M10	2.8710
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2008M11	2.8080
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2008M12	2.8140
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2009M01	2.6650
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2009M02	2.4990
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2009M03	2.4510
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2009M04	2.5210
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2009M05	2.6340
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2009M06	2.6590
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2009M07	2.7370
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2009M08	2.7570
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2009M09	2.7380
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2009M10	2.7730
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2009M11	2.7470
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2009M12	2.7220
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2010M01	2.7620
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2010M02	2.7450
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2010M03	2.8040
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2010M04	2.8030
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2010M05	2.6870
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2010M06	2.6440
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2010M07	2.6270
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2010M08	2.6470
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2010M09	2.6400
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2010M10	2.7210
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2010M11	2.7060
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2010M12	2.6860
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2011M01	2.7070
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2011M02	2.7500
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2011M03	2.7530
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2011M04	2.8100
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2011M05	2.7940
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2011M06	2.7930
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2011M07	2.7860
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2011M08	2.7350
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2011M09	2.6140
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2011M10	2.5080
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2011M11	2.4070
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2011M12	2.4440
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2012M01	2.4210
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2012M02	2.5580
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2012M03	2.5440
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2012M04	2.5240
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2012M05	2.5380
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2012M06	2.5360
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2012M07	2.5990
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2012M08	2.6690
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2012M09	2.6230
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2012M10	2.6440
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2012M11	2.6430
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2012M12	2.6170
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2013M01	2.5380
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2013M02	2.5490
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2013M03	2.4620
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2013M04	2.4980
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2013M05	2.5460
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2013M06	2.5220
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2013M07	2.5290
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2013M08	2.4910
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2013M09	2.4880
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2013M10	2.5310
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2013M11	2.5060
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2013M12	2.4820
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2014M01	2.4670
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2014M02	2.4060
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2014M03	2.3960
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2014M04	2.4290
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2014M05	2.4490
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2014M06	2.4370
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2014M07	2.4070
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2014M08	2.3750
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2014M09	2.3770
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2014M10	2.4180
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2014M11	2.4250
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2014M12	2.3980
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2015M01	2.3510
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2015M02	2.4280
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2015M03	2.4580
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2015M04	2.4930
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2015M05	2.4370
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2015M06	2.3910
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2015M07	2.3950
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2015M08	2.3950
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2015M09	2.3830
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2015M10	2.3970
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2015M11	2.3890
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2015M12	2.3740
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2016M01	2.3710
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2016M02	2.4050
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2016M03	2.3980
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2016M04	2.3890
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2016M05	2.3640
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2016M06	2.3690
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2016M07	2.3660
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2016M08	2.3990
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2016M09	2.4130
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2016M10	2.4240
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2016M11	2.4100
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2016M12	2.3820
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2017M01	2.4060
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2017M02	2.4100
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2017M03	2.4010
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2017M04	2.3880
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2017M05	2.4000
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2017M06	2.4120
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2017M07	2.4250
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2017M08	2.4440
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2017M09	2.4130
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2017M10	2.4020
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2017M11	2.3860
Valutakurser (DKK pr. 100 enheder valuta)	Ungarske forint  (Jun. 1998-)	2017M12	2.3770
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2007M01	73.5200
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2007M02	72.9895
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2007M03	72.0027
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2007M04	70.5167
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2007M05	70.5025
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2007M06	71.0340
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2007M07	69.3845
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2007M08	69.9117
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2007M09	68.9015
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2007M10	67.5613
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2007M11	65.2741
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2007M12	65.6600
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2008M01	64.8677
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2008M02	64.8271
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2008M03	61.6917
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2008M04	60.7962
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2008M05	61.4650
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2008M06	61.3990
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2008M07	60.6496
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2008M08	63.8214
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2008M09	66.6623
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2008M10	72.2135
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2008M11	75.4835
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2008M12	71.9247
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2009M01	72.6038
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2009M02	75.1750
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2009M03	73.7314
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2009M04	72.9016
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2009M05	70.5694
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2009M06	68.6310
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2009M07	68.1996
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2009M08	67.3172
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2009M09	65.9582
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2009M10	64.8318
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2009M11	64.3810
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2009M12	65.6145
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2010M01	67.1900
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2010M02	70.0330
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2010M03	70.6678
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2010M04	71.5200
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2010M05	76.0117
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2010M06	78.2577
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2010M07	75.0573
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2010M08	74.3705
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2010M09	73.4332
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2010M10	69.1524
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2010M11	70.4018
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2010M12	72.5257
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2011M01	71.7191
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2011M02	70.1325
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2011M03	68.3657
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2011M04	66.4717
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2011M05	66.8410
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2011M06	66.6121
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2011M07	67.1152
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2011M08	66.6109
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2011M09	69.3977
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2011M10	69.8467
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2011M11	70.5446
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2011M12	72.5443
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2012M01	74.2236
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2012M02	72.4976
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2012M03	72.5627
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2012M04	72.7939
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2012M05	74.7368
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2012M06	76.4475
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2012M07	78.0559
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2012M08	77.4204
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2012M09	74.7855
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2012M10	74.1591
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2012M11	75.0232
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2012M12	73.4341
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2013M01	72.4323
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2013M02	72.0110
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2013M03	74.0758
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2013M04	73.7325
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2013M05	73.9145
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2013M06	72.8374
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2013M07	73.5178
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2013M08	72.2527
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2013M09	72.0638
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2013M10	70.5583
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2013M11	71.3067
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2013M12	70.2350
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2014M01	70.6668
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2014M02	70.3925
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2014M03	69.5733
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2014M04	69.7147
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2014M05	70.0042
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2014M06	70.7832
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2014M07	71.0609
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2014M08	72.2381
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2014M09	74.4423
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2014M10	75.7313
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2014M11	76.9430
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2014M12	77.7121
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2015M01	82.6162
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2015M02	84.6430
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2015M03	88.7445
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2015M04	89.3937
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2015M05	86.4565
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2015M06	85.8233
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2015M07	87.5457
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2015M08	86.4362
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2015M09	85.7959
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2015M10	85.6900
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2015M11	89.6657
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2015M12	88.5410
